Brewery,Borough,Neighborhood,Name,Style,Alcohol by Volume,RatingsCount,Rating
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Double Dry Hopped Lumen,American IPA,6.4,38,4.25
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Butterfly Door,American Imperial IPA,8,39,4.36
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Passionfruit Pop!,Berliner Weisse,4.8,39,4.16
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Hint,Berliner Weisse,3,4,4.02
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Maximum Intrigue,New England IPA,8,4,4.06
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Star Atlas,American Wild Ale,5.5,4,3.97
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Today's Special: Blanc,American Pale Ale (APA),5.5,4,3.94
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Today’s Special: New York,American Pale Ale (APA),5.5,4,4.06
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Lumen,New England IPA,6.4,400,4.36
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Boysen Rebus,American Wild Ale,5.7,45,4.33
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Citra Pop!,Berliner Weisse,4.8,45,4.22
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Power Pop!,Berliner Weisse,4.8,45,4.09
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Shapeshifter,Scotch Ale / Wee Heavy,8.3,45,3.94
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Kites Are Fun,American Imperial IPA,8,46,4.13
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Double Dry Hopped Lambo Door,American Imperial IPA,8,5,4.44
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Eternal Now,American Wild Ale,6,5,4.31
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Hypersuggestion,American IPA,7,5,4.31
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Just Intonation,American Wild Ale,6,5,4.15
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Maximum Bliss,American IPA,7.4,5,4.2
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Passion Fruit Rebus,American Wild Ale,5.7,5,4.2
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Stargaze,Berliner Weisse,3,5,4.02
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Super Present,Leipzig Gose,5,5,4.2
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Pineapple Pop!,Berliner Weisse,4.8,51,4.11
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Frou Frou,American IPA,7.1,53,4.2
Grimm Artisanal Ales,Brooklyn,East Williamsburg,CAPSLOCK,American Pale Ale (APA),5.5,56,4.25
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Tesseract,American Imperial IPA,8,579,4.41
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Candlepower,Belgian Saison,8,58,3.95
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Cloudbusting #3,American Imperial IPA,8,58,4.15
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Rubus Rebus,American Wild Ale,5.7,59,4.29
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Super Journey,Leipzig Gose,5,6,4.27
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Today’s Special: Mandarina,American Pale Ale (APA),5.5,6,4.02
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Double Negative,American Imperial Stout,10,601,4.23
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Afterimage,New England IPA,8,606,4.43
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Liquid Crystal,Belgian Saison,6.2,61,3.97
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Mango Pop!,Berliner Weisse,4.8,61,4.12
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Lambo Door,American Imperial IPA,8,615,4.38
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Double Dry Hopped Forcefield,American IPA,6.4,62,4.1
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Cassiopeia,Baltic Porter,10,63,3.91
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Galaxy Pop!,Berliner Weisse,4.8,65,4.17
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Lucky Cloud,American Wild Ale,5.7,65,4.33
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Super Shine,Leipzig Gose,4.7,65,4.09
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Cloudbusting #6,American Imperial IPA,8,7,4.12
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Depth of Field,Flanders Red Ale,7,7,4.26
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Hyperfocus Amarillo,American Imperial IPA,8,7,4.02
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Hypnotic Suggestion,American Pale Ale (APA),5,7,3.74
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Patter,Belgian Saison,6,7,4.12
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Today’s Special: Motueka,American Pale Ale (APA),5.5,7,4
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Super You,Leipzig Gose,5.3,72,4.15
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Neon Lights,Belgian Saison,5.5,74,3.96
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Double Dry-Hopped Tesseract,American Imperial IPA,8,79,4.46
Grimm Artisanal Ales,Brooklyn,East Williamsburg,From The Hip,Belgian Strong Pale Ale,7,8,3.93
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Geodesic Dome,American Wild Ale,5.5,8,4.16
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Tangram,American Wild Ale,6,8,4.32
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Topos,German Pilsner,5,8,3.87
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Waffling,American Imperial Stout,14,8,4.12
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Skyspace,American Wild Ale,5,80,4.14
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Halftone,American IPA,6.3,81,4.24
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Blueberry Pop!,Berliner Weisse,4.8,89,4.05
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Astral Sunset,American Imperial IPA,8,9,4.05
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Celebrity Cruise,American Lager,5.4,9,4.23
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Chronos,German Pilsner,5,9,4
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Cyber Cafe,American IPA,7,9,4.3
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Hyperfocus- Ekuanot,American Imperial IPA,8,9,4.14
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Strawberry Rebus,American Wild Ale,5.7,9,4.04
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Telos,German Pilsner,5.5,9,4.21
Grimm Artisanal Ales,Brooklyn,East Williamsburg,In Mid-Air,New England IPA,8,90,4.28
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Living Daylights,American Wild Ale,5.8,94,4.16
Grimm Artisanal Ales,Brooklyn,East Williamsburg,Castling,Belgian Saison,5.5,95,3.92
Gun Hill Brewing Company,Bronx,Laconia,Booby Trap,Belgian Saison,6.5,1,3.52
Gun Hill Brewing Company,Bronx,Laconia,Cava Guava,American Brut IPA,7.5,1,4.08
Gun Hill Brewing Company,Bronx,Laconia,Cherry Tree Ale,Fruit and Field Beer,4.8,1,3.75
Gun Hill Brewing Company,Bronx,Laconia,Costa Azul,Berliner Weisse,4.2,1,4.25
Gun Hill Brewing Company,Bronx,Laconia,Easy Does It,American IPA,4.5,1,3.54
Gun Hill Brewing Company,Bronx,Laconia,Electric Groove,American Wild Ale,4.5,1,4.14
Gun Hill Brewing Company,Bronx,Laconia,Graffiti Bomb,American IPA,6.3,1,3.75
Gun Hill Brewing Company,Bronx,Laconia,Guavalicious,Berliner Weisse,4.2,1,4.5
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / The Ruck - Void of Light - Winter Warmer,Foreign / Export Stout,7.9,1,3.24
Gun Hill Brewing Company,Bronx,Laconia,Haze Complex,New England IPA,5.2,1,4.24
Gun Hill Brewing Company,Bronx,Laconia,Her name was margarita,Leipzig Gose,4.4,1,3.79
Gun Hill Brewing Company,Bronx,Laconia,Home Brew Hero - Belgian Saison,Belgian Saison,6.5,1,3.77
Gun Hill Brewing Company,Bronx,Laconia,Indian Field Pale Ale,English Pale Ale,4.4,1,3.5
Gun Hill Brewing Company,Bronx,Laconia,Mamma’s Candied Yams,American Amber / Red Ale,8.5,1,4.75
Gun Hill Brewing Company,Bronx,Laconia,Nelson Soft Serve,American IPA,4.5,1,4.02
Gun Hill Brewing Company,Bronx,Laconia,Outta Line,American Wild Ale,7.1,1,3.59
Gun Hill Brewing Company,Bronx,Laconia,Pink Bazooka,Belgian Tripel,8,1,4.04
Gun Hill Brewing Company,Bronx,Laconia,Pink Guava & Apricot Session Ale,Fruit and Field Beer,4.5,1,3.64
Gun Hill Brewing Company,Bronx,Laconia,Pumpkin Void of Light,Foreign / Export Stout,7.9,1,4.12
Gun Hill Brewing Company,Bronx,Laconia,Ramparts Rye Pale Ale,Rye Beer,6.2,1,4.06
Gun Hill Brewing Company,Bronx,Laconia,Skirmish Session IPA,American IPA,0,1,3.86
Gun Hill Brewing Company,Bronx,Laconia,Sureshot IPL,American Lager,6.1,1,3.85
Gun Hill Brewing Company,Bronx,Laconia,Tap that Barrel,Belgian Saison,4.8,1,3.58
Gun Hill Brewing Company,Bronx,Laconia,Black Waves,American Black Ale,6,10,3.82
Gun Hill Brewing Company,Bronx,Laconia,Nelson's Oatmeal Stout,English Oatmeal Stout,0,10,3.97
Gun Hill Brewing Company,Bronx,Laconia,Silent Treatment,American Imperial IPA,8,10,4.07
Gun Hill Brewing Company,Bronx,Laconia,ROLL CALL EC:5,American IPA,7.5,11,3.98
Gun Hill Brewing Company,Bronx,Laconia,Schuyler's American Wheat,American Pale Wheat Ale,5.6,11,3.94
Gun Hill Brewing Company,Bronx,Laconia,IPA,American IPA,6.6,112,3.93
Gun Hill Brewing Company,Bronx,Laconia,Roll Call: EC2,American IPA,7.5,12,4.38
Gun Hill Brewing Company,Bronx,Laconia,Citra Sour Soft Serve,American Wild Ale,3.6,13,3.97
Gun Hill Brewing Company,Bronx,Laconia,Revolution Red Rye,Rye Beer,6.1,13,3.85
Gun Hill Brewing Company,Bronx,Laconia,Anti-IMPERIAList Stout,American Imperial Stout,9.8,14,4.13
Gun Hill Brewing Company,Bronx,Laconia,Unite Or DiePA,American IPA,6.8,14,4.11
Gun Hill Brewing Company,Bronx,Laconia,Void Of Light,Foreign / Export Stout,7.9,154,4.13
Gun Hill Brewing Company,Bronx,Laconia,Proclamation Pale Wheat,American Pale Wheat Ale,5.5,16,3.78
Gun Hill Brewing Company,Bronx,Laconia,Beast Coast,American Imperial IPA,9.8,17,3.99
Gun Hill Brewing Company,Bronx,Laconia,Live From Jacobi,American IPA,7.4,17,4.08
Gun Hill Brewing Company,Bronx,Laconia,Broadway Boogie,American Amber / Red Lager,5.1,2,3.88
Gun Hill Brewing Company,Bronx,Laconia,Buena Onda,American Lager,4.8,2,3.64
Gun Hill Brewing Company,Bronx,Laconia,Color Guard,American IPA,7,2,4.22
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / Urban Village - Brother From Another Mother,American Brut IPA,7.5,2,3.75
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill X Clinton Hall Cinnamon Toast CHrunCH,German Kölsch,0,2,4.05
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill/ Bolero Snort- Friendship Rings,American Wild Ale,7.5,2,4.38
Gun Hill Brewing Company,Bronx,Laconia,Hazy Hitter,American Imperial IPA,10,2,3.9
Gun Hill Brewing Company,Bronx,Laconia,ISO,Fruit and Field Beer,8,2,4.16
Gun Hill Brewing Company,Bronx,Laconia,Maple Bacan Void of Light,Russian Imperial Stout,11,2,4.33
Gun Hill Brewing Company,Bronx,Laconia,Oops a Hazy,American Pale Ale (APA),5.2,2,3.95
Gun Hill Brewing Company,Bronx,Laconia,Peaches And Cream,Berliner Weisse,4.2,2,3.99
Gun Hill Brewing Company,Bronx,Laconia,Purgatory Rye Pale Ale,American Pale Ale (APA),6.2,2,4.1
Gun Hill Brewing Company,Bronx,Laconia,Ritual Union,Berliner Weisse,3.8,2,4.24
Gun Hill Brewing Company,Bronx,Laconia,Spreadsheet Mafia,German Helles,4.8,2,3.71
Gun Hill Brewing Company,Bronx,Laconia,Wheelie Poppin',American IPA,7.2,2,4.05
Gun Hill Brewing Company,Bronx,Laconia,Thunder Dog Stout,English Stout,5.9,20,4
Gun Hill Brewing Company,Bronx,Laconia,13 Star XIPA,American Imperial IPA,10.3,21,4
Gun Hill Brewing Company,Bronx,Laconia,Spirit 76,American Lager,4.5,22,3.59
Gun Hill Brewing Company,Bronx,Laconia,Fresh Out the Oven,American Stout,8.3,3,3.54
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / Mondo - Chillin' Wit My BooBerry,American Wild Ale,5.1,3,3.82
Gun Hill Brewing Company,Bronx,Laconia,IRL,American Imperial IPA,8,3,4.03
Gun Hill Brewing Company,Bronx,Laconia,Main Squeeze,Belgian Saison,5.1,3,4.11
Gun Hill Brewing Company,Bronx,Laconia,State Fare,American Pale Ale (APA),0,3,3.83
Gun Hill Brewing Company,Bronx,Laconia,Gold,American Blonde Ale,4.5,32,3.59
Gun Hill Brewing Company,Bronx,Laconia,Barrel Aged Void Of Light,Foreign / Export Stout,8.1,33,4.19
Gun Hill Brewing Company,Bronx,Laconia,21 Guns Imperial Red Ale,Irish Red Ale,9.5,4,3.36
Gun Hill Brewing Company,Bronx,Laconia,Benedict Arnold Palmer,Berliner Weisse,4.2,4,3.85
Gun Hill Brewing Company,Bronx,Laconia,Cash And Carry,American IPA,8,4,3.99
Gun Hill Brewing Company,Bronx,Laconia,Common Sense,American Cream Ale,4.8,4,3.85
Gun Hill Brewing Company,Bronx,Laconia,Divided Sky w/Brett,American IPA,7,4,3.94
Gun Hill Brewing Company,Bronx,Laconia,Ft Ticonderoga BA Barleywine,British Barleywine,11.5,4,4.09
Gun Hill Brewing Company,Bronx,Laconia,GetAway Fruit Smoothie IPA,New England IPA,6.4,4,4.03
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / Big aLICe - Nothin' To It,Scottish Gruit / Ancient Herbed Ale,6.5,4,3.76
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / KCBC - Get Thai'd Jasmine Rice Lager,Japanese Rice Lager,4.8,4,4.1
Gun Hill Brewing Company,Bronx,Laconia,Hazy Void,American Imperial Stout,7.9,4,4.11
Gun Hill Brewing Company,Bronx,Laconia,Salute 2 Mosaic,American Imperial IPA,9.3,4,4.17
Gun Hill Brewing Company,Bronx,Laconia,Tropical Obsession,New England IPA,6.5,4,4.09
Gun Hill Brewing Company,Bronx,Laconia,Vanity Plate,American IPA,7,4,3.8
Gun Hill Brewing Company,Bronx,Laconia,Rise Up Rye,Rye Beer,4.8,42,3.88
Gun Hill Brewing Company,Bronx,Laconia,Caribbean Sun,Fruit and Field Beer,6.5,5,3.58
Gun Hill Brewing Company,Bronx,Laconia,Island Time,American IPA,6.1,5,3.76
Gun Hill Brewing Company,Bronx,Laconia,Kentucky Common,American Wild Ale,6.4,5,3.74
Gun Hill Brewing Company,Bronx,Laconia,Kraftwerk Kölsch,German Kölsch,4.8,5,3.89
Gun Hill Brewing Company,Bronx,Laconia,Shot In The Dark,American Imperial Stout,10.5,5,3.82
Gun Hill Brewing Company,Bronx,Laconia,Velvet Royale,English Sweet / Milk Stout,5.1,5,3.96
Gun Hill Brewing Company,Bronx,Laconia,Cherry Gold Ale,Fruit and Field Beer,4.7,6,3.76
Gun Hill Brewing Company,Bronx,Laconia,Punch Out IPA,American IPA,6.5,6,3.9
Gun Hill Brewing Company,Bronx,Laconia,Mosaic Soft Serve,New England IPA,4.5,62,3.97
Gun Hill Brewing Company,Bronx,Laconia,Anthem Session,American IPA,5.5,7,3.92
Gun Hill Brewing Company,Bronx,Laconia,Catskill Hop Harvest Ale,English Pale Ale,5,7,3.67
Gun Hill Brewing Company,Bronx,Laconia,Chain-of-Command,American IPA,7.5,7,3.61
Gun Hill Brewing Company,Bronx,Laconia,Earth Intruders,American Imperial Stout,10.3,7,4.06
Gun Hill Brewing Company,Bronx,Laconia,Friend Zone,American Blonde Ale,8,8,3.48
Gun Hill Brewing Company,Bronx,Laconia,Gun Hill / Destination Unknown - Ripe for the Picking,American IPA,6.5,8,4.27
Gun Hill Brewing Company,Bronx,Laconia,Join or Die,American IPA,6.6,8,3.78
Gun Hill Brewing Company,Bronx,Laconia,Mandarina Soft Serve,American IPA,3,8,3.86
Gun Hill Brewing Company,Bronx,Laconia,Frosted Hop Strong Ale,American Strong Ale,8.5,9,3.83
Gun Hill Brewing Company,Bronx,Laconia,Kraftwerk Alt,German Altbier,4.9,9,4.1
Gun Hill Brewing Company,Bronx,Laconia,PB and Void,Foreign / Export Stout,7.9,9,4.13
Gun Hill Brewing Company,Bronx,Laconia,Pomegranate Wheat,American Pale Wheat Ale,4.8,9,3.67
Gun Hill Brewing Company,Bronx,Laconia,Tried & True,German Märzen / Oktoberfest,5.5,9,4.03
Interboro Spirits & Ales,Brooklyn,East Williamsburg,¿ES POSIBLE?,American IPA,7,1,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Brettburg,American Wild Ale,5.5,1,4.11
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Can't Get Enough,American Wild Ale,6,1,4.01
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Chisel Tip Blue,American Wild Ale,7,1,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Chisel Tip Dark,American Wild Ale,8,1,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Chisel Tip Red,American Wild Ale,7,1,4.18
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Crushed Out Heavenly,New England IPA,8,1,3.73
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Deep Cover,American Imperial IPA,8,1,4.04
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Devil's In The Apricots,American Wild Ale,7,1,4.25
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Fest Bier,German Märzen / Oktoberfest,6,1,3.5
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Fuel For Fractions,American Imperial Stout,13,1,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Dry & Bitter - Count These Clouds,American IPA,7,1,4.1
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Evil Twin - Born to Lions - Bourbon,American Imperial Stout,11,1,3.9
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Mumford - Roam Through Zones,American Imperial IPA,8,1,4.08
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Outer Range - 99 Problems,American Imperial IPA,8,1,3.64
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Oxbow - All City,Vienna Lager,5,1,3.87
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Track - Make The Music For Your Mouth,American Imperial IPA,8.5,1,3.9
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro/ Decicco’s & Sons -Get Up To Get Down,American IPA,6.2,1,3.93
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Mosaic x Amarillo,American Imperial IPA,8,1,4.25
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Keep Rising To the Top,American IPA,6.5,1,3.86
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat Knockout,American IPA,7.3,1,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat! Fluid (3rd Anniversary Edition),American IPA,7,1,3.88
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat! Tessertact,New England IPA,8,1,5
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Make Music For Your Mouth,American Imperial IPA,8.5,1,4.25
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mouth Full OF Gold Teeth,American Imperial Stout,11,1,4.09
Interboro Spirits & Ales,Brooklyn,East Williamsburg,No More Mr. Nice Guy,British Barleywine,10,1,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Our Past Is Your Future Saison,Belgian Saison,5.5,1,4.25
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Pressing Buttons,American Wild Ale,5,1,3.25
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Quality Beer,American Pale Ale (APA),5,1,4.21
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Real Love 2019 Remix,American Imperial IPA,10,1,4.18
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Rule 4080,New England IPA,8,1,3.83
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Steinhauer Schwarzbier,German Schwarzbier,6,1,4.33
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Super Bad - Double Dry-Hopped,American Imperial IPA,9,1,4.35
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Tastes Like Festbier,German Märzen / Oktoberfest,5.4,1,3.77
Interboro Spirits & Ales,Brooklyn,East Williamsburg,This is How We Ill,American Imperial IPA,8,1,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Mosaic,New England IPA,8,10,4.01
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Sabro,American Imperial IPA,8,10,4.2
Interboro Spirits & Ales,Brooklyn,East Williamsburg,TACOCAT,American Imperial IPA,7.8,11,4.11
Interboro Spirits & Ales,Brooklyn,East Williamsburg,A NY Thing,American Pale Ale (APA),5.8,12,3.88
Interboro Spirits & Ales,Brooklyn,East Williamsburg,City Wide,American Porter,5,12,3.82
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Crush Kill Destroy,American IPA,8,12,4.05
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Creature Comforts - More Juice than Zeus,Berliner Weisse,4,12,4.21
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Holy Mountain - Judgment Night,American Imperial IPA,8,12,3.77
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Saisonnier,Belgian Saison,5.4,12,3.72
Interboro Spirits & Ales,Brooklyn,East Williamsburg,The Jackie Rob,American Imperial IPA,8.5,12,3.79
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Watch Out Now,American Imperial IPA,7,12,4.13
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat! Fluid,New England IPA,7,127,4.22
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Hop Tang,American IPA,8,13,3.96
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Mumford - Mad Fat! Method,American Imperial IPA,8.2,13,4.32
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Intoxicated Demons,New England IPA,10,13,4.26
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat! Fresh,American IPA,7,13,4.27
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Super Local,American Pale Ale (APA),6,13,3.77
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Ambassador,Russian Imperial Stout,11,14,4.31
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Ambassador Black And White,American Imperial Stout,11,14,4.16
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Can I Kick It?,American Imperial IPA,8,14,4.16
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Burial - Alpine Style Pilsner,Bohemian Pilsener,5,14,3.97
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Here Come The Drums,American IPA,7.2,15,4.03
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Equilibrium - Somehow Someway,New England IPA,6.5,16,4.07
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Citra x Centennial,American Imperial IPA,8,16,4.13
Interboro Spirits & Ales,Brooklyn,East Williamsburg,La Dee Da Dee,American IPA,4.7,16,4.01
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Bring The Noise,American Imperial IPA,8.5,17,3.98
Interboro Spirits & Ales,Brooklyn,East Williamsburg,East Coast Overdose,American IPA,7,17,4.08
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Carton / Barrier/ Other Half - Re-Raise - Double Dry-Hopped,American IPA,7,17,4.22
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Equilibrium / Evil Twin - Slang Rap Democracy,American Imperial IPA,8.5,17,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Loot Packs,American Imperial IPA,7.3,17,4.26
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Panther Like A Panther,American Stout,6.5,17,3.93
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Bad Meaning Good,American Imperial IPA,9,19,3.73
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Block Party,American Lager,5.5,2,4.12
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Brooklyn 1-1-1,New England IPA,8,2,3.74
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Dead Pres,Vienna Lager,5.5,2,3.77
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Devil's Son,Belgian Saison,5,2,4.03
Interboro Spirits & Ales,Brooklyn,East Williamsburg,High Octane Approved,American Stout,5.5,2,3.83
Interboro Spirits & Ales,Brooklyn,East Williamsburg,High Octane City Wide,American Porter,0,2,3.6
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Horchata Sucia,American Brown Ale,9,2,4.43
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Bunker / Pipeworks - Happy Village Tavern Style Lager,American Lager,4.2,2,3.72
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Dry & Bitter - Drift Away,American Imperial IPA,8,2,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / West Kill - Atomic Stout,American Stout,5.5,2,3.45
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro/Carton Pilsmatic,German Pilsner,5.5,2,3.91
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Intertwined,Belgian Saison,6,2,3.69
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It's your thing,German Kölsch,5.2,2,3.81
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Ridiculoso,New England IPA,5.6,2,2.64
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Spring Again,American Lager,6.1,2,3.82
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Tastes Like Farmhouse,American Pale Ale (APA),6,2,3.8
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Idaho 7,American Imperial IPA,8,2,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Bass In Your Face,American Imperial IPA,7.9,20,4.01
Interboro Spirits & Ales,Brooklyn,East Williamsburg,108 Mics,American Imperial IPA,10.8,22,4.22
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need Double Dry Hopped,American Imperial IPA,8,23,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,The Big Payback,American Imperial IPA,8,24,3.94
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Fulltime - Double Dry-Hopped,American IPA,6,25,4.08
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Super Bad Double India Pale Ale,American Imperial IPA,9,25,4.13
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Approved Stout,American Stout,5.5,26,4
